;id;X_age;X_bonus_malus_rating;X_distr_channel;X_vehicle_type;X_ttm_claims;X_policy_count;X_risk_code;X_vehicle_age;X_policy_tenure;X_policy_premium;U;prob_acceptance;Z
2076824;3575844;49.0;45.0;9;1;0;1;0;20.0;4.0;135.453;1.1016367300834975;0.8844851478934288;1
2076839;3575869;37.0;71.25;2;0;0;1;4;5.0;4.0;292.3432;1.0973403862309778;0.8696378916501999;1
2076878;3575927;64.0;45.0;8;1;0;1;0;23.0;4.0;184.7579;1.0971114090385308;0.8122956603765488;1
2076886;3575950;50.0;45.0;11;1;0;1;0;20.0;4.0;181.1378;1.1119711070798033;0.8135008662939072;1
2076917;3576012;79.0;45.0;1;0;0;1;0;16.0;4.0;348.5592;1.0926407910047993;0.8616755306720734;1
2076934;3576039;81.0;63.1241;2;1;0;1;0;25.0;4.0;201.3026;1.0546808635357914;0.8531898260116577;1
2076958;3576069;64.0;45.0;2;1;0;1;1;23.0;4.0;171.6339;1.0968112942722854;0.8705864399671555;1
2076963;3576087;64.0;45.0;11;0;0;1;0;4.0;4.0;116.7243;1.1144209046445344;0.9506094790995121;1
2076970;3576094;43.0;45.0;7;1;0;1;0;27.0;4.0;149.8336;1.0937466629647823;0.8307148516178131;1
2076975;3576099;80.0;45.0;7;2;0;3;0;25.0;4.0;181.6564;1.0427928771020456;0.9496528282761574;1
2077006;3576130;55.0;48.8703;9;0;0;1;0;5.0;4.0;221.238;1.0723293466764299;0.9027028307318687;0
2077016;3576140;60.0;61.0879;8;1;0;1;0;24.0;4.0;161.731;1.057805862821599;0.8687970638275146;1
2077028;3576160;26.0;57.0153;11;1;1;1;3;10.0;4.0;301.6776;1.09742983900694;0.8406604528427124;0
2077033;3576170;50.0;45.0;8;2;0;3;0;15.0;4.0;323.6175;1.0809984008899394;0.8888218775391579;1
2077050;3576194;71.0;52.9428;2;0;0;1;0;8.0;4.0;180.4098;1.0968362029113718;0.8843157663941383;1
2077065;3576216;84.0;45.0;9;1;0;1;0;28.0;4.0;138.385;1.0477291613975503;0.9373035803437233;1
2077094;3576272;64.0;46.834;5;0;0;2;0;21.0;4.0;129.4096;1.086781815259455;0.9207059368491173;1
2077116;3576307;78.0;45.0;2;1;0;1;0;27.0;4.0;161.1327;1.096921977972193;0.8533837646245956;1
2077126;3576327;69.0;45.0;3;1;0;1;0;22.0;4.0;177.5876;1.0871254524527614;0.8575210720300674;1
2077189;3576421;60.0;57.0153;8;2;0;5;0;5.0;4.0;165.9295;1.0970924398615074;0.9002780318260193;1
2077208;3576450;85.0;67.6875;9;1;0;3;0;25.0;4.0;203.1276;1.0970936495089785;0.8291933834552765;1
2077246;3576532;55.0;45.0;8;1;0;2;0;17.0;4.0;171.6738;1.096847626137477;0.8621681779623032;1
2077251;3576539;39.0;46.834;11;1;0;1;0;10.0;4.0;177.5078;1.0659813258910313;0.8723024874925613;1
2077256;3576544;92.0;85.5;7;2;0;1;0;6.0;4.0;297.3195;1.0027260236883218;0.8564098328351974;1
2077269;3576559;64.0;45.0;10;1;0;4;0;15.0;4.0;166.3384;1.0470823333637933;0.9546849094331264;1
2077278;3576574;55.0;63.1241;8;1;0;1;0;19.0;4.0;207.2264;1.0772758683256574;0.8210403621196747;1
2077290;3576586;53.0;45.0;7;1;0;2;0;17.0;4.0;108.098;1.1212973413014116;0.9195147007703781;1
2077315;3576624;72.0;45.0;7;1;0;1;0;14.0;4.0;171.0455;1.033233847134242;0.9620475098490715;1
2077320;3576629;35.0;45.0;7;3;0;4;0;20.0;4.0;225.6758;1.0971490961813362;0.8141121566295624;1
2077338;3576671;63.0;46.2982;4;0;0;5;0;23.0;4.0;164.8724;1.0871437548067475;0.8997697904706001;1
2077363;3576712;51.0;50.9065;7;2;1;1;0;26.0;4.0;223.7012;1.0971778425864502;0.7291203141212463;0
2077394;3576782;67.0;61.731;3;2;0;2;0;25.0;4.0;229.9242;1.002721766564807;0.9086143523454666;1
2077412;3576814;62.0;45.0;9;2;0;1;0;6.0;4.0;398.0336;1.0925459559192994;0.8380078971385956;1
2077487;3576963;49.0;45.0;5;2;0;2;0;7.0;4.0;252.3926;1.0618774084501685;0.9610256887972355;1
2077496;3576972;62.0;45.0;8;1;0;1;0;14.0;4.0;174.2667;1.0646899264173821;0.901164174079895;1
2077501;3576977;47.0;45.0;2;5;0;2;0;21.0;4.0;220.4402;1.0665931168634395;0.8572893142700195;1
2077560;3577073;64.0;48.8703;2;2;0;3;0;8.0;4.0;212.472;1.0972739937497646;0.8976049795746803;0
2077565;3577078;33.0;67.6875;2;2;0;1;3;20.0;4.0;245.1624;1.0873608677350197;0.8139848858118057;1
2077606;3577146;53.0;45.0;5;6;0;4;0;22.0;4.0;171.0455;1.056970221373845;0.9559359364211559;1
2077618;3577168;31.0;61.731;8;1;0;1;5;19.0;4.0;295.3749;1.0776474236639606;0.745155543088913;1
2077628;3577178;71.0;45.0;8;3;0;5;0;28.0;4.0;197.3335;1.1073132539584003;0.8477977216243744;1
2077663;3577254;32.0;52.9428;10;1;0;1;0;14.0;4.0;226.6033;1.10704477825345;0.8248166441917419;1
2077678;3577269;54.0;45.0;5;1;0;9;0;22.0;4.0;148.4474;1.0966847516359333;0.9331750944256783;1
2077694;3577304;50.0;48.8703;11;1;0;2;0;9.0;4.0;180.7689;1.0426572269898196;0.947247002273798;1
2077717;3577347;78.0;45.0;8;1;1;1;0;24.0;4.0;181.3173;1.033326659949161;0.9275712370872498;1
2077735;3577369;49.0;57.0153;5;1;0;1;0;14.0;4.0;173.5885;1.112112841576487;0.8827775046229362;1
2077742;3577381;66.0;45.0;4;6;0;10;0;13.0;4.0;158.1608;1.1119063636501587;0.9472069442272186;1
2077748;3577387;50.0;45.0;7;7;0;2;0;23.0;4.0;185.1967;1.0971577787293187;0.8504059314727783;0
2077758;3577402;78.0;52.9428;11;0;2;3;0;19.0;4.0;192.746;1.0873377398233945;0.8457203507423401;1
2077785;3577443;74.0;45.0;4;6;0;4;0;21.0;4.0;193.3045;1.1070099247560197;0.9182796701788902;1
2077812;3577484;72.0;63.1241;3;1;0;1;1;24.0;4.0;231.7392;1.0874724690514164;0.8451607972383499;1
2077862;3577576;27.0;67.6875;9;1;0;1;0;21.0;4.0;257.2094;1.0674959779852524;0.7353898584842682;1
2077865;3577584;44.0;54.979;5;6;0;4;0;23.0;4.0;167.6548;1.1269584885133024;0.8356089144945145;0
2077884;3577621;48.0;45.0;5;0;1;2;2;23.0;4.0;208.4929;1.0971117002065778;0.9083512872457504;1
2077903;3577654;50.0;45.0;5;7;0;4;0;21.0;4.0;167.9939;1.130933920814982;0.9389307871460915;1
2077913;3577669;61.0;50.9065;7;6;0;1;0;20.0;4.0;264.6092;1.067460995309309;0.793967217206955;1
2077936;3577709;74.0;45.0;5;1;0;2;0;23.0;4.0;151.2398;1.097131839634805;0.9259680956602097;1
2077961;3577740;56.0;45.0;5;0;0;2;2;10.0;4.0;200.8538;1.0616179529588188;0.9611162096261978;1
2077976;3577762;54.0;63.1241;9;2;0;2;4;4.0;4.0;277.813;1.0874581103116125;0.8821044787764549;1
2077989;3577781;61.0;45.0;5;1;0;3;0;31.0;4.0;143.9896;1.1038297210354082;0.9051859676837921;1
2077994;3577786;45.0;45.0;2;2;0;7;0;12.0;4.0;191.0607;1.1170272065369802;0.9345744550228119;1
2077999;3577793;58.0;45.0;2;0;0;2;0;30.0;4.0;157.6422;1.0868282731400603;0.8660835474729538;1
2078011;3577807;33.0;57.0153;3;1;1;1;1;9.0;4.0;296.5516;1.0338504327745996;0.9091827869415283;0
2078026;3577822;59.0;45.0;3;0;0;1;0;13.0;4.0;176.7;1.1269949066213922;0.8892971128225327;1
2078037;3577839;62.0;45.0;7;1;0;3;2;11.0;4.0;190.3626;1.1270070906785261;0.9113266542553902;0
2078042;3577844;70.0;45.0;2;1;0;4;0;25.0;4.0;177.1488;1.0438682057118083;0.9274102076888084;1
2078050;3577868;49.0;45.0;3;1;0;1;0;29.0;4.0;187.0317;1.1070850556349539;0.8348692655563354;1
2078064;3577913;28.0;67.6875;7;1;1;3;3;13.0;4.0;315.4997;1.067544596714355;0.8124274760484695;1
2078071;3577932;36.0;45.0;2;1;0;3;0;24.0;4.0;149.3051;1.1067940746833163;0.873801201581955;1
2078078;3577939;63.0;45.0;5;7;0;4;0;24.0;4.0;182.8033;1.130067126796945;0.9230850785970688;1
2078124;3577991;65.0;48.8703;5;1;0;2;0;25.0;4.0;194.8602;1.0971455433177222;0.8795338124036789;1
2078139;3578021;78.0;45.0;3;1;0;3;0;19.0;4.0;140.6587;1.1129777255157343;0.9322814866900444;1
2078206;3578109;61.0;50.9065;8;2;0;1;0;14.0;4.0;211.8736;1.087252021960263;0.8463579565286636;1
2078226;3578138;82.0;71.25;3;1;1;2;0;14.0;4.0;289.85;1.0028635501121268;0.9120832309126854;1
2078240;3578167;74.0;45.0;7;7;0;1;0;31.0;4.0;207.4557;1.062058068300847;0.8752663135528564;1
2078245;3578173;53.0;45.0;11;1;0;3;0;28.0;4.0;139.3324;1.0967298345539156;0.8824350908398628;1
2078254;3578198;41.0;45.0;2;2;0;2;0;14.0;4.0;220.3404;1.0777415308313865;0.904613308608532;1
2078304;3578277;53.0;45.0;4;0;0;3;0;15.0;4.0;202.7786;1.082362734529186;0.9359913542866707;1
2078316;3578289;25.0;63.1241;2;0;0;1;0;6.0;4.0;231.9387;1.0334196061286882;0.9075673595070839;1
2078337;3578323;76.0;45.0;2;1;1;2;0;19.0;4.0;185.5059;1.023794930511644;0.9648100137710571;1
2078362;3578365;44.0;45.0;5;1;0;4;0;14.0;4.0;152.6958;1.1162062086841944;0.941666841506958;1
2078369;3578380;68.0;45.0;7;1;0;1;0;19.0;4.0;162.8679;1.0590791678409313;0.9142807647585869;1
2078428;3578512;35.0;45.0;7;1;0;1;0;14.0;4.0;187.291;1.0967958951578025;0.8486791104078293;1
2078434;3578530;50.0;45.0;7;1;0;4;0;16.0;4.0;159.6866;1.07942682729797;0.9262243658304214;1
2078439;3578548;83.0;45.0;11;5;0;2;0;14.0;4.0;167.9041;1.0567341714705;0.9347367361187935;1
2078446;3578560;41.0;45.0;9;2;1;1;0;16.0;4.0;214.3967;1.0624230690117897;0.8997107073664665;1
2078477;3578603;44.0;45.0;1;1;0;1;0;27.0;4.0;176.0617;1.0970585879836443;0.7835199981927872;1
2078482;3578608;59.0;45.0;2;1;0;3;0;21.0;4.0;129.0007;1.0565058949292523;0.9583288691937923;1
2078491;3578627;44.0;45.0;8;3;0;1;0;8.0;4.0;203.8257;1.0871543676778737;0.8734402805566788;1
2078496;3578632;66.0;45.0;8;2;0;1;0;26.0;4.0;197.0143;1.0427161886218412;0.9135078713297844;1
2078503;3578646;60.0;45.0;11;3;0;1;0;31.0;4.0;197.1141;1.0971310525223714;0.7722136676311493;1
2078563;3578760;61.0;45.0;8;2;0;1;0;24.0;4.0;171.5541;1.04730810863745;0.9096236377954483;1
2078571;3578768;58.0;45.0;2;2;0;4;0;13.0;4.0;174.7653;1.1118912049474352;0.9187499657273293;1
2078587;3578803;58.0;45.0;2;1;0;4;0;8.0;4.0;171.8433;1.056951303891394;0.9577623158693314;1
2078594;3578815;52.0;45.0;2;2;0;2;5;4.0;4.0;400.3373;1.0619045489890648;0.9200805798172951;1
2078696;3579008;59.0;46.834;2;0;0;2;0;4.0;4.0;151.0204;1.086939247942662;0.9462945573031902;1
2078706;3579064;56.0;46.834;7;4;0;1;0;26.0;4.0;229.8943;1.002808682076937;0.823681503534317;1
2078740;3579100;37.0;67.6875;5;2;0;3;3;8.0;4.0;317.3945;1.0874794616793928;0.8923097774386406;1
2078755;3579136;40.0;48.8703;4;2;0;2;0;16.0;4.0;208.9018;1.1272282000442313;0.882675364613533;1
2078769;3579161;55.0;45.0;8;2;0;2;0;28.0;4.0;228.2887;1.04288998973668;0.8974655270576477;1
2078774;3579166;30.0;45.0;2;1;0;1;0;4.0;4.0;120.9128;1.0522459160651312;0.9706575255841017;1
2078779;3579171;57.0;48.735;6;1;0;1;5;28.0;4.0;192.7061;1.0969554155265453;0.8339328914880753;0
2078790;3579189;70.0;45.0;3;3;0;2;0;20.0;4.0;186.8322;1.0970806959399932;0.896131731569767;1
2078798;3579200;51.0;45.0;7;1;0;2;0;15.0;4.0;183.3119;1.0382304694894329;0.9398638792335987;1
2078815;3579217;55.0;45.0;2;1;0;3;0;22.0;4.0;213.9878;1.1072593858154531;0.871578574180603;1
2078820;3579227;56.0;64.3031;2;1;0;6;0;19.0;4.0;184.0698;1.0971381508536435;0.8722390532493591;1
2078825;3579238;53.0;45.0;8;3;0;3;0;23.0;4.0;198.4105;1.0334130502165964;0.9247174933552742;1
2078963;3579498;70.0;45.0;5;1;0;2;0;22.0;4.0;159.2678;1.1067522750989216;0.9156302660703659;1
2078970;3579509;59.0;45.0;6;1;0;4;0;9.0;4.0;181.3572;1.0520674117156639;0.9411502107977867;1
2078987;3579543;72.0;46.834;7;0;0;2;0;25.0;4.0;150.6713;1.086935600874221;0.8672380894422531;1
2079007;3579569;78.0;45.0;8;6;0;2;0;26.0;4.0;183.7008;1.1358687605062145;0.8101077973842621;1
2079023;3579593;35.0;45.0;5;1;1;1;0;22.0;4.0;160.8933;1.019992752961124;0.9545584581792355;1
2079053;3579633;48.0;45.0;7;2;0;6;1;25.0;4.0;186.0383;1.0970859226299101;0.8779587298631668;1
2079071;3579670;31.0;45.0;2;2;0;1;0;9.0;4.0;146.5327;1.0869246250154403;0.9396363981068134;1
2079076;3579675;59.0;45.0;4;3;0;4;0;14.0;4.0;185.7253;1.0561835140392828;0.9514468424022198;1
2079110;3579754;53.0;45.0;5;2;0;1;0;28.0;4.0;164.5932;1.0868614256239018;0.8575422018766403;1
2079130;3579785;47.0;50.9065;7;0;0;1;5;8.0;4.0;195.6581;1.1274258515236528;0.8587237447500229;1
2079145;3579803;40.0;45.0;3;5;0;12;0;17.0;4.0;155.3884;1.1068393779715862;0.9070154577493668;0
2079171;3579876;64.0;61.0879;7;2;0;2;0;26.0;4.0;250.1587;1.0973434064056136;0.7751879543066025;1
2079179;3579890;33.0;67.6875;2;0;0;2;0;5.0;4.0;165.8597;1.0974335537806954;0.9097251296043396;1
2079191;3579910;61.0;45.0;2;2;1;3;0;23.0;4.0;207.9943;1.0972896853423386;0.8639820367097855;1
2079208;3579939;63.0;45.0;8;1;0;1;0;20.0;4.0;150.5317;1.096911813259267;0.8657492101192474;1
2079227;3579961;47.0;45.0;7;1;0;1;1;18.0;4.0;228.9867;1.0973999799988383;0.8396928012371063;0
2079237;3579971;37.0;63.1241;5;1;0;2;0;21.0;4.0;198.4504;1.1071784183856521;0.8516501784324646;1
2079255;3579989;72.0;52.9428;2;1;2;2;0;13.0;4.0;211.6642;1.0972096367737199;0.8863994255661964;1
2079261;3579995;54.0;45.0;3;0;3;1;3;21.0;4.0;210.2281;1.106892941523992;0.8500098884105682;1
2079270;3580004;49.0;45.0;11;2;0;2;0;12.0;4.0;248.4335;1.107419088005442;0.8622161746025085;1
2079277;3580019;54.0;45.0;5;0;0;3;0;22.0;4.0;147.869;1.1065875876620521;0.9257776066660881;1
2079289;3580031;80.0;45.0;10;7;0;1;4;25.0;4.0;280.1167;1.1122864149120706;0.7711862623691559;1
2079297;3580039;33.0;45.0;2;1;0;2;0;12.0;4.0;245.312;1.1274621706235324;0.8616850674152374;1
2079338;3580111;30.0;72.0195;8;1;0;1;2;21.0;4.0;305.3077;1.0575232789739661;0.767205148935318;1
2079371;3580166;64.0;45.0;7;5;2;3;5;18.0;4.0;247.9149;1.0971506754938893;0.8192602097988129;1
2079381;3580176;50.0;45.0;5;2;0;3;0;23.0;4.0;204.3343;1.1072052024549965;0.9119758233428001;1
2079412;3580215;47.0;45.0;9;1;0;1;0;19.0;4.0;148.4474;1.056737942193666;0.9225477576255798;1
2079421;3580229;83.0;45.0;6;1;0;2;0;13.0;4.0;206.8773;1.1173773052915907;0.8965251743793488;1
2079426;3580234;62.0;45.0;2;1;0;1;0;20.0;4.0;181.4669;1.0871404096284225;0.8644777834415436;1
2079439;3580247;46.0;45.0;5;1;0;3;0;29.0;4.0;141.5663;1.0869818593832006;0.89544428139925;1
2079447;3580260;76.0;45.0;6;1;0;1;5;16.0;4.0;206.6679;1.097122484914203;0.8935487791895866;1
2079452;3580265;48.0;45.0;3;2;0;4;0;20.0;4.0;166.6376;1.1121139526733463;0.9084275737404823;1
2079457;3580271;65.0;45.0;7;6;0;4;0;27.0;4.0;188.5376;1.0968103975016124;0.8307220190763474;1
2079462;3580276;74.0;45.0;7;6;0;3;0;15.0;4.0;210.7567;1.0845206819047746;0.8983051180839539;1
2079477;3580306;64.0;45.0;2;1;0;3;0;6.0;4.0;146.9016;1.0808595685819624;0.9551274590194225;1
2079493;3580341;56.0;45.0;8;6;1;2;5;9.0;4.0;240.4653;1.127272833128106;0.8109384030103683;1
2079508;3580378;59.0;45.0;8;1;0;2;0;20.0;4.0;211.3451;1.0427495125271415;0.9232666343450546;0
2079515;3580385;53.0;45.0;7;1;0;2;0;26.0;4.0;157.0339;1.0868990708375708;0.8426238000392914;1
2079532;3580412;31.0;45.0;8;1;2;1;0;11.0;4.0;210.3279;1.038140921865335;0.9310942888259888;1
2079540;3580422;65.0;45.0;8;1;0;1;3;7.0;4.0;205.3415;1.1070825916826361;0.9072342738509178;1
2079562;3580446;82.0;50.9065;4;1;0;1;0;19.0;4.0;162.11;1.0871630374437111;0.8954073637723923;1
2079568;3580454;74.0;45.0;8;2;0;6;4;26.0;4.0;206.1992;1.087104120675541;0.9096078127622604;1
2079593;3580498;52.0;45.0;8;3;0;3;0;10.0;4.0;196.426;1.13640760388136;0.8417539596557617;1
2079626;3580538;71.0;72.0195;8;5;1;2;1;22.0;4.0;288.7031;1.1074006479320797;0.7446746230125427;0
2079648;3580582;51.0;45.0;2;3;1;2;0;23.0;4.0;197.4731;1.0333559355679331;0.9382546693086624;1
2079652;3580587;71.0;57.0153;8;1;0;2;1;5.0;4.0;225.3268;1.0972951286753285;0.8953991830348969;0
2079659;3580600;42.0;45.0;9;1;0;1;0;27.0;4.0;184.0798;1.0425913109423195;0.9036022573709488;1
2079707;3580686;36.0;45.0;10;5;1;1;0;17.0;4.0;197.2238;1.097332066413891;0.810626208782196;1
2079712;3580691;55.0;50.9065;7;2;0;3;0;21.0;4.0;236.2369;1.0973730183557269;0.8354513198137283;0
2079735;3580744;43.0;52.9428;2;1;0;2;0;29.0;4.0;125.6514;1.0403385875525462;0.9233954027295113;1
2079740;3580749;37.0;81.225;2;2;1;2;0;9.0;4.0;309.197;1.0027264171385881;0.8562071472406387;0
2079745;3580754;67.0;45.0;4;2;0;3;1;16.0;4.0;182.0952;1.042806180503385;0.9746731147170067;1
2079756;3580771;51.0;67.6875;8;1;0;1;0;23.0;4.0;213.0704;1.0499816023248654;0.8570350706577301;1
2079767;3580782;62.0;45.0;2;7;0;1;0;23.0;4.0;212.9806;1.0426771264612833;0.9336074069142342;1
2079782;3580811;41.0;50.9065;2;5;0;2;0;23.0;4.0;219.7122;1.0773639333637368;0.7796466201543808;0
2079793;3580849;49.0;51.3;8;1;0;5;0;22.0;4.0;183.5811;1.0972262395202992;0.8190814703702927;1
2079803;3580876;77.0;45.0;7;1;0;2;0;16.0;4.0;158.9885;1.1217163505536565;0.9155206009745598;1
2079808;3580881;41.0;45.0;2;1;0;6;0;25.0;4.0;170.1579;1.0969223292012888;0.886271670460701;1
2079818;3580892;42.0;45.0;8;7;0;1;5;23.0;4.0;296.3322;1.097450766403381;0.7697686105966568;1
2079829;3580904;51.0;50.9065;2;1;0;1;0;17.0;4.0;177.0989;1.0870762043129574;0.8576783984899521;1
2079840;3580930;54.0;48.8703;3;1;1;3;2;20.0;4.0;220.5598;1.0453854238170328;0.8818317875266075;1
2079867;3580962;28.0;67.6875;4;0;1;1;0;15.0;4.0;235.2097;1.0153917971920376;0.8969032987952232;1
2079872;3580972;49.0;45.0;3;0;0;1;2;4.0;4.0;173.1896;1.0873632134954985;0.947076465934515;1
2079891;3581010;63.0;45.0;8;1;0;1;3;25.0;4.0;177.3083;1.087202347549438;0.8583024740219116;1
2079927;3581073;34.0;45.0;6;1;0;1;0;15.0;4.0;166.7772;1.0330548780049071;0.9481772854924202;1
2079935;3581099;50.0;48.8703;2;1;3;2;0;7.0;4.0;189.485;1.1073699765152913;0.8649038672447205;1
2079964;3581159;57.0;45.0;7;3;0;3;0;8.0;4.0;298.3367;1.1173952115177248;0.8851683512330055;1
2079999;3581251;52.0;48.8703;3;6;0;1;0;24.0;4.0;270.6626;1.0026874788020215;0.8269383609294891;1
2080012;3581275;27.0;71.25;8;0;0;1;0;4.0;4.0;260.8096;1.0774143283069335;0.8160872757434845;1
2080026;3581294;47.0;45.0;11;3;0;2;0;24.0;4.0;190.0833;1.0970979565274803;0.8367462456226349;1
2080036;3581305;59.0;45.0;2;1;1;5;0;13.0;4.0;200.1657;1.0972409358846196;0.9092691168189049;1
2080041;3581310;39.0;45.0;9;0;0;1;0;22.0;4.0;130.2273;1.0969282170481918;0.8886145204305649;1
2080054;3581323;53.0;45.0;11;7;0;7;0;23.0;4.0;192.4469;1.0662681498117141;0.9089576825499535;1
2080073;3581350;69.0;45.0;4;1;0;1;1;9.0;4.0;160.3648;1.1268058825876999;0.9337237626314163;1
2080074;3581357;51.0;45.0;2;6;0;4;0;29.0;4.0;162.0701;1.0868136689000623;0.8796320781111717;0
2080084;3581367;49.0;50.9065;3;1;0;3;0;21.0;4.0;166.9467;1.0334436080497549;0.945217777043581;1
2080128;3581419;63.0;45.0;5;1;0;1;0;16.0;4.0;173.4988;1.0870968560013097;0.9201770722866058;1
2080138;3581443;38.0;45.0;2;2;0;1;0;24.0;4.0;189.1758;1.0970747844068849;0.8343676179647446;1
2080143;3581448;69.0;45.0;2;0;0;1;0;24.0;4.0;141.1175;1.106808156323631;0.8791577517986298;1
2080178;3581499;47.0;50.9065;8;1;0;2;0;15.0;4.0;168.4925;1.0871700520794694;0.8966861292719841;0
2080183;3581506;69.0;45.0;5;1;0;2;0;30.0;4.0;135.7223;1.0970194286421613;0.910800576210022;1
2080194;3581522;75.0;45.0;3;2;0;3;0;12.0;4.0;187.0616;1.0969648500814704;0.9290405064821243;1
2080207;3581546;49.0;57.0153;4;1;0;2;0;12.0;4.0;148.5471;1.0429688630744054;0.9619447514414787;1
2080225;3581576;81.0;45.0;5;1;0;2;0;20.0;4.0;119.7061;1.0469808973811694;0.9679911620914936;1
2080239;3581591;53.0;45.0;5;3;0;1;0;24.0;4.0;167.4154;1.0245771894341857;0.9534720964729786;1
2080245;3581597;73.0;50.9065;4;1;0;2;0;17.0;4.0;181.826;1.1121621770263879;0.9019046872854233;1
2080264;3581619;41.0;45.0;7;1;0;2;0;20.0;4.0;172.2023;1.0427270715896362;0.9475194439291954;0
2080269;3581629;71.0;45.0;8;1;0;1;0;20.0;4.0;208.2436;1.097272617261707;0.8263917118310928;1
2080274;3581636;59.0;45.0;1;1;1;2;0;13.0;4.0;159.6667;1.106805614445592;0.8958843573927879;1
2080286;3581656;62.0;45.0;7;1;0;2;0;24.0;4.0;145.5553;1.1067271339484033;0.8706543445587158;1
2080291;3581661;69.0;45.0;6;2;0;2;0;24.0;4.0;161.741;1.0971244149597195;0.8700408488512039;0
2080311;3581681;71.0;45.0;8;3;0;2;0;13.0;4.0;343.1141;1.0619208012728127;0.9360925927758217;1
2080316;3581689;73.0;45.0;4;0;0;1;0;23.0;4.0;124.7224;1.1115084379389748;0.9300714209675789;1
2080321;3581705;31.0;67.6875;5;1;0;1;0;17.0;4.0;227.8;1.097278314310799;0.8335959613323212;0
2080330;3581714;59.0;45.0;10;1;3;1;0;29.0;4.0;186.912;1.107098527649375;0.7167673707008362;0
2080335;3581719;25.0;48.8703;11;1;0;2;0;12.0;4.0;188.9365;1.1119608969151011;0.8786446377635002;1
2080344;3581728;70.0;45.0;8;2;0;1;0;26.0;4.0;122.4985;1.1260546047502622;0.8661452978849411;1
2080349;3581733;59.0;45.0;7;0;2;3;0;5.0;4.0;126.6471;1.096906285260381;0.9357754737138748;1
2080354;3581738;47.0;50.9065;1;0;0;1;3;8.0;4.0;180.5794;1.0027721877467752;0.9406442455947399;1
2080359;3581743;35.0;45.0;5;7;0;4;0;24.0;4.0;162.479;1.0869096929449342;0.9236383214592934;1
2080391;3581777;51.0;57.0153;3;1;0;1;0;7.0;4.0;262.5747;1.1172439690495695;0.8701096922159195;1
2080398;3581784;49.0;45.0;2;7;0;2;0;12.0;4.0;192.9854;1.080288975228178;0.9008622616529465;1
2080408;3581794;91.0;45.0;10;1;0;2;0;21.0;4.0;179.0236;1.0971737804401207;0.8140310496091843;1
2080419;3581809;45.0;45.0;4;2;0;3;0;24.0;4.0;190.5321;1.0972429317684527;0.8939606621861458;1
2080445;3581835;83.0;45.0;7;1;0;1;5;23.0;4.0;238.3611;1.0973686562111016;0.8313250541687012;1
2080451;3581846;88.0;45.0;2;1;0;2;4;17.0;4.0;160.5742;1.1021695888878786;0.9147372171282768;1
2080480;3581886;54.0;45.0;2;2;0;5;0;30.0;4.0;163.4064;1.0972030471266732;0.8816239759325981;1
2080485;3581896;66.0;45.0;10;0;0;3;2;27.0;4.0;161.751;1.0969947635563304;0.8812294229865074;1
2080503;3581923;66.0;45.0;2;1;0;1;0;25.0;4.0;170.1978;1.1068885731777967;0.861656665802002;0
2080513;3581934;64.0;45.0;8;1;0;1;0;22.0;4.0;143.6306;1.0520042386510953;0.9318985491991043;1
2080531;3581952;46.0;45.0;7;2;0;4;0;19.0;4.0;129.6788;1.1113613019244473;0.9037147760391235;0
2080556;3581984;50.0;45.0;8;4;0;1;5;12.0;4.0;219.7221;1.0773609027039155;0.8625913858413696;1
2080566;3581994;60.0;54.979;5;6;1;1;0;23.0;4.0;170.3673;1.0968067228863756;0.7936528325080872;1
2080574;3582002;36.0;45.0;2;1;0;1;0;18.0;4.0;130.3869;1.1017978033069273;0.9085015878081322;1
2080597;3582030;55.0;50.9065;5;1;0;1;1;12.0;4.0;290.1292;1.1172608617126436;0.9054752364754677;1
2080605;3582057;55.0;45.0;6;1;0;1;0;20.0;4.0;139.7911;1.1112295417948639;0.873706191778183;1
2080628;3582098;59.0;45.0;7;1;0;1;0;21.0;4.0;193.8331;1.0970778468692912;0.8195759505033493;1
2080685;3582179;50.0;45.0;3;2;0;2;3;22.0;4.0;247.1869;1.1074211456998733;0.8702261745929718;1
2080691;3582190;69.0;45.0;3;3;1;1;0;20.0;4.0;179.0436;1.0972187779959741;0.854249581694603;1
2080715;3582215;78.0;45.0;5;1;1;1;0;18.0;4.0;145.5753;1.1218249249701013;0.9215944930911064;1
2080720;3582220;55.0;50.9065;9;1;0;1;0;30.0;4.0;147.6097;1.006437923794981;0.9234852269291878;1
2080739;3582270;65.0;45.0;7;4;0;5;0;18.0;4.0;210.0985;1.0873471252769533;0.8865166679024696;1
2080747;3582287;73.0;85.5;7;1;0;1;0;20.0;4.0;228.3286;1.097234424421645;0.7951671481132507;1
2080763;3582309;85.0;45.0;9;2;0;1;0;30.0;4.0;151.9478;1.0424632669903744;0.9297471046447754;1
2080768;3582314;38.0;45.0;3;1;0;1;0;14.0;4.0;144.0096;1.0968713196897986;0.9047464281320572;1
2080781;3582327;40.0;57.0153;3;1;0;1;0;28.0;4.0;193.0253;1.0971618746350869;0.770217627286911;1
2080791;3582339;39.0;57.0153;5;2;0;3;0;13.0;4.0;196.3794;1.0955324234619312;0.8977246955037117;1
2080805;3582356;74.0;50.9065;2;1;0;1;0;25.0;4.0;162.6485;1.0423705106410448;0.9464543350040913;1
2080810;3582363;57.0;45.0;5;1;0;3;0;13.0;4.0;149.4247;1.1070458900034599;0.9426700249314308;1
