;id;X_age;X_bonus_malus_rating;X_distr_channel;X_vehicle_type;X_ttm_claims;X_policy_count;X_risk_code;X_vehicle_age;X_policy_tenure;X_policy_premium;U;prob_acceptance;Z
3146236;5264694;57.0;45.0;5;1;0;2;0;21.0;1.0;135.9417;1.1118736929139477;0.9340230450034142;1
3146247;5264710;64.0;45.0;8;2;0;2;0;19.0;1.0;237.4336;1.09744366424971;0.8459772169589996;1
3146252;5264715;55.0;45.0;2;2;0;1;0;12.0;1.0;191.3898;1.0256554947024346;0.9526897706091404;1
3146269;5264742;22.0;57.0;5;2;2;8;0;14.0;1.0;309.6059;1.0974920051588164;0.862930953502655;1
3146281;5264759;53.0;45.0;2;2;0;3;0;12.0;1.0;193.853;1.0306778847889897;0.957560446113348;1
3146283;5264763;77.0;45.125;6;2;0;2;2;11.0;1.0;289.3813;1.0708017415085218;0.9322285577654839;1
3146298;5264786;41.0;73.625;3;6;0;1;0;20.0;1.0;253.9982;1.0374089265199518;0.8133431226015091;1
3146300;5264788;45.0;75.0;5;0;0;1;0;5.0;1.0;228.5978;1.1270887121398367;0.8766739144921303;1
3146302;5264790;28.0;45.0;8;1;0;1;0;10.0;1.0;184.1197;1.1212271147519792;0.8900096416473389;1
3146315;5264811;36.0;47.5;8;0;0;1;0;25.0;1.0;122.9373;1.1015371250222674;0.8299372345209122;1
3146319;5264815;53.0;66.5;7;6;1;4;0;8.0;1.0;299.3739;1.05847570546397;0.8603337407112122;1
3146328;5264824;51.0;45.0;2;2;0;3;0;25.0;1.0;192.6363;1.0520343258254026;0.9253341481089592;1
3146330;5264826;26.0;47.5;3;1;0;1;0;5.0;1.0;146.1138;1.122891882902231;0.9331127032637596;1
3146332;5264829;29.0;66.5;5;1;0;1;0;13.0;1.0;271.2709;1.0974638267503076;0.8366784155368805;1
3146346;5264861;72.0;72.0;8;1;0;1;1;25.0;1.0;328.4143;1.0876201188559693;0.7241383194923401;0
3146359;5264889;42.0;45.125;2;1;0;2;0;13.0;1.0;168.3529;1.087418155553008;0.913663811981678;1
3146366;5264896;35.0;73.625;8;0;0;1;0;11.0;1.0;268.3689;1.0060405658032656;0.8522100448608398;1
3146372;5264905;60.0;45.0;2;5;0;1;0;6.0;1.0;195.2292;1.0711512417199887;0.9090113118290901;1
3146378;5264911;75.0;45.125;2;3;0;2;0;8.0;1.0;161.7111;1.1119830364149401;0.933425061404705;1
3146382;5264915;55.0;45.0;7;1;0;1;0;13.0;1.0;173.6184;1.0969459458214106;0.896575815975666;1
3146385;5264920;69.0;45.0;2;1;0;4;0;26.0;1.0;138.2952;1.0567250345637447;0.9471480250358582;1
3146396;5264940;55.0;45.0;0;1;0;1;0;7.0;1.0;213.3795;1.1170238940479287;0.8919869139790535;1
3146401;5264954;47.0;45.0;8;7;0;7;0;28.0;1.0;188.1486;1.09727098686889;0.8954842835664749;1
3146404;5264957;31.0;68.875;8;0;0;1;3;15.0;1.0;213.7585;1.006275773828877;0.9178262576460838;1
3146406;5264959;62.0;45.0;2;1;0;4;0;8.0;1.0;196.2464;1.0615226572309098;0.9489671774208546;1
3146410;5264965;45.0;45.0;8;1;0;1;2;23.0;1.0;162.9477;1.0970391113222218;0.8558298200368881;1
3146412;5264967;28.0;71.25;0;0;0;1;0;8.0;1.0;271.61;1.0615220352711607;0.8296626508235931;1
3146432;5264998;45.0;52.25;11;0;0;2;0;4.0;1.0;147.5997;1.0869263284410469;0.9251214265823364;1
3146434;5265003;35.0;57.0;5;1;0;1;2;5.0;1.0;263.2828;1.0753455979653816;0.9078222215175629;1
3146444;5265020;52.0;66.5;1;0;0;1;4;24.0;1.0;215.4837;1.112195493208999;0.822465568780899;0
3146456;5265041;24.0;57.0;9;1;0;1;2;14.0;1.0;306.8335;1.1174138417089399;0.8262192755937576;1
3146458;5265043;32.0;54.0;5;2;0;1;0;14.0;1.0;223.1029;1.0973411820285617;0.8537662774324417;1
3146468;5265060;49.0;45.0;3;2;1;1;0;24.0;1.0;173.778;1.0843144701860996;0.8538685142993927;1
3146487;5265087;57.0;45.125;8;2;1;2;0;21.0;1.0;211.2653;1.0332979433915557;0.9186515435576439;1
3146496;5265098;33.0;45.0;5;6;0;3;0;8.0;1.0;166.9268;1.1118046952316825;0.9413479752838612;1
3146502;5265104;77.0;45.125;8;5;0;4;0;6.0;1.0;202.988;1.0245925867538968;0.9599298685789108;1
3146505;5265107;60.0;45.0;2;2;0;1;0;21.0;1.0;158.3702;1.0333383426932592;0.9595952667295933;1
3146507;5265109;54.0;47.5;8;1;0;1;2;17.0;1.0;194.7306;1.0872456614420127;0.8744273036718369;1
3146517;5265123;79.0;45.0;7;7;2;3;2;25.0;1.0;206.3388;1.132797127830539;0.8655605763196945;1
3146519;5265129;67.0;45.125;2;1;0;8;0;18.0;1.0;178.2857;1.0619472004765387;0.9486520886421204;1
3146521;5265131;48.0;47.5;5;1;0;3;0;22.0;1.0;135.8419;1.0969369539148082;0.9133816435933113;1
3146535;5265155;50.0;52.25;3;5;0;2;0;7.0;1.0;187.4705;1.0426707135255948;0.9425232410430908;1
3146537;5265157;42.0;47.5;2;0;0;6;0;21.0;1.0;122.1195;1.0965488722112358;0.8966449424624443;1
3146556;5265184;45.0;47.5;11;2;0;2;0;9.0;1.0;252.6419;1.1172335230221115;0.877903014421463;1
3146561;5265191;52.0;45.125;2;2;0;1;5;8.0;1.0;226.3839;1.1071458703556214;0.8964249417185783;0
3146568;5265210;58.0;45.125;7;1;0;2;0;23.0;1.0;165.4907;1.111905381994275;0.8607920259237289;1
3146573;5265220;67.0;45.0;8;2;0;2;0;16.0;1.0;217.0395;1.084595200412828;0.8906052559614182;0
3146579;5265226;57.0;45.0;7;0;0;4;0;25.0;1.0;124.9219;1.1117346117854436;0.902920700609684;1
3146587;5265238;38.0;52.25;2;6;0;3;1;15.0;1.0;270.4831;1.0674973778398726;0.8708143532276154;0
3146589;5265240;38.0;45.125;7;1;0;2;0;16.0;1.0;166.9667;1.1069273094575145;0.8928180485963821;0
3146596;5265247;68.0;95.0;5;1;0;2;4;20.0;1.0;280.735;1.0825155395657826;0.8820102885365486;1
3146604;5265256;43.0;45.0;2;1;0;1;0;27.0;1.0;111.0997;1.11674468967963;0.898829959332943;1
3146606;5265258;39.0;45.125;8;1;0;1;0;8.0;1.0;374.6776;1.1223782793527022;0.8539223223924637;1
3146614;5265272;47.0;45.0;2;1;0;3;0;22.0;1.0;170.487;1.097033791432778;0.9086222499608994;1
3146619;5265281;61.0;57.0;2;3;0;6;0;23.0;1.0;216.8201;1.0473198748640002;0.8616567254066467;0
3146623;5265292;70.0;45.0;1;2;0;1;0;14.0;1.0;183.4515;1.1267283178387748;0.8731051236391068;1
3146626;5265297;63.0;54.0;2;1;0;2;0;20.0;1.0;243.3474;1.0872111228638563;0.85028176009655;1
3146635;5265314;41.0;61.75;6;0;1;3;3;21.0;1.0;204.2246;1.097223351153583;0.8391673415899277;1
3146646;5265325;54.0;45.125;7;1;0;1;1;17.0;1.0;173.8678;1.1263730259426992;0.8857475817203522;0
3146649;5265332;63.0;52.25;2;1;0;2;0;27.0;1.0;190.3426;1.0845706636349404;0.831257700920105;1
3146655;5265338;26.0;95.0;6;1;0;1;1;8.0;1.0;367.577;1.0762098825552195;0.72220379114151;1
3146657;5265340;34.0;57.0;8;1;0;2;5;14.0;1.0;277.7432;1.1073538434064272;0.8152917176485062;1
3146662;5265349;30.0;95.0;7;2;0;1;0;16.0;1.0;269.8648;1.01080244626198;0.8399388939142227;1
3146664;5265353;57.0;45.125;10;1;2;1;0;17.0;1.0;133.7277;1.0968557748319907;0.9040365591645241;1
3146666;5265355;37.0;45.0;7;7;0;1;0;24.0;1.0;157.4328;1.1338170952939923;0.800356850028038;0
3146671;5265360;47.0;45.125;8;6;0;3;0;24.0;1.0;212.5978;1.03086673521551;0.9180379584431648;1
3146673;5265362;66.0;47.5;8;6;0;1;0;26.0;1.0;186.8322;1.0970806959399932;0.742090493440628;0
3146675;5265364;71.0;57.0;9;7;0;2;0;31.0;1.0;248.3238;1.097196482979078;0.7723714858293533;1
3146677;5265366;44.0;57.0;8;2;0;1;0;9.0;1.0;287.0477;1.1174449403357003;0.8277032822370529;1
3146681;5265374;43.0;45.0;11;2;0;4;0;16.0;1.0;152.3467;1.0422280233178665;0.968608669936657;1
3146692;5265389;57.0;45.125;3;7;0;2;3;20.0;1.0;252.8015;1.0774065818438578;0.8992303982377052;1
3146695;5265392;39.0;45.0;5;1;0;1;0;6.0;1.0;129.4295;1.0968905852220707;0.9532557427883148;1
3146699;5265406;40.0;66.5;3;5;4;1;0;6.0;1.0;419.1657;1.0027776604812846;0.7959832400083542;1
3146709;5265427;54.0;45.125;8;1;1;1;3;19.0;1.0;183.8604;1.0773935007211994;0.8853793069720268;1
3146712;5265435;73.0;68.875;8;7;0;3;0;26.0;1.0;333.0018;1.087561688855736;0.7952889055013657;1
3146726;5265454;65.0;45.125;3;1;0;1;0;16.0;1.0;163.0374;1.052151224197638;0.9456051476299763;1
3146735;5265465;46.0;45.0;2;2;0;2;0;14.0;1.0;182.8432;1.0242656002520192;0.9580356515944004;1
3146737;5265469;55.0;57.0;5;1;0;2;0;20.0;1.0;162.1299;1.0869679189341386;0.8957866504788399;1
3146751;5265500;22.0;73.625;4;1;0;1;0;17.0;1.0;289.0123;1.0903688182129274;0.7911840379238129;1
3146768;5265534;77.0;75.0;2;1;0;2;2;13.0;1.0;388.2803;1.0619390167361054;0.9211492538452148;1
3146773;5265539;41.0;64.125;11;2;1;1;0;11.0;1.0;235.9377;1.0971964209195901;0.8256486356258392;1
3146779;5265549;26.0;61.75;8;2;0;1;1;13.0;1.0;357.016;1.0619131915656441;0.849158301949501;1
3146784;5265554;49.0;45.125;8;5;1;1;0;24.0;1.0;166.5279;1.1302610553546883;0.7753395289182663;1
3146790;5265567;77.0;59.375;7;1;0;1;0;24.0;1.0;170.5369;1.1120173991669837;0.8012145012617111;1
3146796;5265573;52.0;45.0;9;1;0;1;0;18.0;1.0;185.7851;1.0972892874616964;0.8589749485254288;1
3146801;5265588;78.0;95.0;3;2;0;1;0;9.0;1.0;247.2667;1.09743851476968;0.8682215660810471;1
3146805;5265592;25.0;57.0;2;1;0;1;0;11.0;1.0;205.1022;1.1122747586325255;0.8744040280580521;1
3146809;5265600;35.0;66.5;1;2;0;1;0;9.0;1.0;319.3193;1.1272416042500406;0.7817468196153641;0
3146812;5265603;40.0;95.0;1;1;0;2;4;16.0;1.0;428.5899;1.0575610857838693;0.787967711687088;0
3146818;5265610;48.0;45.0;5;4;0;6;0;31.0;1.0;173.3193;1.1293029685672629;0.9169523119926453;1
3146823;5265617;36.0;47.5;8;2;0;2;0;6.0;1.0;389.3973;1.024814501795467;0.9291089624166489;1
3146828;5265627;51.0;57.0;8;3;1;1;0;15.0;1.0;235.449;1.097435113336646;0.7760602086782455;1
3146834;5265637;37.0;45.125;2;1;0;1;0;28.0;1.0;131.6235;1.1235835546084094;0.8284569382667542;1
3146844;5265655;42.0;57.0;2;7;0;2;0;13.0;1.0;289.9298;1.1273763511029222;0.853814959526062;1
3146857;5265700;59.0;45.0;4;1;0;1;0;7.0;1.0;163.3366;1.0886721041089382;0.9410090185701847;1
3146862;5265709;29.0;45.0;6;2;0;1;0;6.0;1.0;390.9131;1.117614119352869;0.8579649031162262;1
3146864;5265712;53.0;45.0;7;0;0;2;0;6.0;1.0;114.4406;1.086764662191565;0.9414109364151955;1
3146867;5265716;55.0;61.75;5;1;0;2;0;24.0;1.0;144.4583;1.0867496017881977;0.8566668629646301;1
3146874;5265729;57.0;45.0;7;0;0;5;5;18.0;1.0;166.6874;1.0969035451989773;0.9137603938579559;1
3146886;5265753;61.0;45.0;2;6;0;2;0;18.0;1.0;150.6214;1.0519753501162517;0.9497448541224003;1
3146902;5265786;29.0;45.0;3;1;0;1;4;10.0;1.0;205.0723;1.0427541896199535;0.965448934584856;1
3146907;5265795;32.0;57.0;6;2;0;1;0;11.0;1.0;272.348;1.1122534404511875;0.7822992503643036;1
3146917;5265816;48.0;45.125;8;1;0;2;0;22.0;1.0;148.7665;1.1121455435195422;0.8750544264912605;0
3146921;5265820;44.0;45.0;2;1;0;1;0;7.0;1.0;417.7895;1.1175963014867536;0.8865998536348343;1
3146924;5265827;65.0;45.0;7;6;1;2;0;15.0;1.0;215.6234;1.035416378741825;0.9349839463829994;1
3146927;5265832;52.0;59.375;8;2;0;1;0;24.0;1.0;270.7324;1.0774476937374322;0.7506296783685684;1
3146938;5265856;47.0;45.0;5;2;0;4;0;7.0;1.0;176.116;1.087805764382566;0.9459979087114334;1
3146940;5265858;58.0;59.375;4;7;0;1;0;20.0;1.0;268.7478;1.0333852035253872;0.9403917826712132;1
3146981;5265951;58.0;45.0;8;6;0;4;0;7.0;1.0;199.2682;1.1219552342019448;0.9017831608653069;1
3146984;5265957;51.0;45.125;5;1;0;2;0;16.0;1.0;207.5056;1.0670555397059163;0.928547129034996;1
3146990;5265967;79.0;54.0;2;1;1;1;2;18.0;1.0;225.4365;1.1071853936696143;0.8552820831537247;1
3146994;5265977;55.0;52.25;5;2;0;2;3;8.0;1.0;239.847;1.1073309234637079;0.9303636625409126;1
3146996;5265979;48.0;68.875;11;2;1;1;0;19.0;1.0;207.6552;1.0545365586799655;0.8151270896196365;0
3146998;5265985;72.0;45.125;7;1;0;2;0;27.0;1.0;148.8563;1.0871558677731477;0.8740194439888;1
3147000;5265987;64.0;45.0;2;1;1;1;0;23.0;1.0;147.4601;1.0966356322829023;0.8755986168980598;1
3147002;5265997;35.0;75.0;2;1;0;2;0;6.0;1.0;231.8788;1.0974267591517637;0.8628625720739365;1
3147005;5266002;25.0;64.125;7;2;0;1;0;12.0;1.0;300.4011;1.0842503572723268;0.7840019315481186;1
3147009;5266006;29.0;73.625;0;1;0;1;0;8.0;1.0;392.3492;1.1175248987381647;0.7488391697406769;0
3147016;5266013;25.0;61.75;10;2;0;2;0;8.0;1.0;258.5258;1.0429133185159856;0.8958233520388603;1
3147018;5266017;53.0;45.0;8;1;0;1;5;13.0;1.0;187.0616;1.0874492680486;0.8998233750462532;1
3147020;5266019;31.0;61.75;1;2;0;1;0;12.0;1.0;229.8045;1.0974980907684575;0.7959557622671127;1
3147027;5266026;43.0;45.0;6;5;0;2;0;16.0;1.0;168.5124;1.097248629774426;0.8919203281402588;1
3147039;5266044;59.0;45.125;8;1;0;1;5;14.0;1.0;172.7508;1.0426000921558685;0.9604018293321133;1
3147049;5266060;55.0;47.5;8;2;0;1;0;14.0;1.0;265.5665;1.0713324157979263;0.8745619803667068;1
3147055;5266078;54.0;45.125;10;2;0;4;0;16.0;1.0;196.0769;1.0970695681133271;0.8914643749594688;1
3147057;5266080;52.0;45.0;8;1;1;1;0;18.0;1.0;152.7855;1.0967663816265285;0.875838428735733;1
3147059;5266086;36.0;68.875;4;1;1;1;0;12.0;1.0;287.1175;1.1125410328524037;0.8220533281564713;1
3147063;5266091;63.0;54.625;8;2;0;1;0;17.0;1.0;220.8092;1.0972368904918817;0.8007004857063293;1
3147067;5266103;56.0;45.125;8;1;0;3;3;18.0;1.0;190.7615;1.0872214781284484;0.9049266204237938;1
3147073;5266109;62.0;45.0;6;2;0;3;5;10.0;1.0;218.9343;1.1128909449090434;0.9129830449819565;1
3147075;5266111;50.0;45.0;7;0;0;1;0;6.0;1.0;321.7027;1.1173359751099385;0.8898146525025368;0
3147086;5266136;73.0;68.875;2;1;0;1;0;15.0;1.0;184.5984;1.0597058262693502;0.9150214791297913;1
3147089;5266139;54.0;54.625;8;0;0;2;0;4.0;1.0;432.4194;1.0096679288672064;0.9406649842858315;1
3147091;5266142;59.0;45.125;0;1;0;2;0;17.0;1.0;145.9742;1.0931383765076295;0.9013351947069168;1
3147117;5266172;39.0;47.5;8;3;0;4;0;27.0;1.0;131.3742;1.096714575616826;0.8512689471244812;1
3147134;5266203;38.0;95.0;2;1;0;1;0;22.0;1.0;302.7048;1.087594250239838;0.7121348679065704;1
3147144;5266215;62.0;45.0;8;2;0;1;0;22.0;1.0;211.6941;1.0971963791149588;0.8150073438882828;1
3147161;5266239;28.0;73.625;4;2;0;1;0;15.0;1.0;312.0292;1.0873661823957501;0.793271616101265;0
3147167;5266258;59.0;45.125;8;1;0;1;0;29.0;1.0;126.677;1.086858703632072;0.8279254287481308;1
3147170;5266261;62.0;71.25;0;1;0;1;1;14.0;1.0;293.2208;1.0975346905812957;0.8451176434755325;0
3147179;5266271;42.0;66.5;5;2;0;1;0;10.0;1.0;257.6781;1.0776235931575096;0.8500714600086212;1
3147188;5266288;63.0;45.0;8;1;0;3;4;15.0;1.0;220.7892;1.0971551144711789;0.9211853668093681;0
3147190;5266290;47.0;64.125;4;1;0;2;5;18.0;1.0;218.4357;1.097576998631634;0.8692229241132736;1
3147192;5266292;65.0;45.0;9;2;0;1;0;15.0;1.0;190.6817;1.0971162938027088;0.8747017532587051;1
3147194;5266294;33.0;45.0;5;2;2;6;1;16.0;1.0;221.7765;1.0971405897378668;0.9373338744044304;1
3147196;5266296;32.0;45.0;8;5;0;1;1;17.0;1.0;230.7918;1.0276361638498421;0.9001804068684578;1
3147212;5266322;42.0;45.0;5;2;0;4;0;24.0;1.0;153.5534;1.0968822572473158;0.9114313051104546;0
3147215;5266329;51.0;59.375;4;1;0;1;0;14.0;1.0;216.0422;1.1171891417510098;0.8958389461040497;0
3147218;5266332;46.0;45.0;4;2;0;5;0;23.0;1.0;142.6034;1.0969584175412368;0.9186302721500397;1
3147232;5266353;79.0;45.0;10;1;0;2;0;25.0;1.0;153.0947;1.0564702762407845;0.9361507669091225;1
3147245;5266374;56.0;61.75;8;1;1;1;0;9.0;1.0;231.1508;1.0870392834461313;0.8276811689138412;1
3147250;5266381;64.0;45.0;0;3;0;1;0;27.0;1.0;173.5087;1.0869195608058846;0.8004692494869232;1
3147252;5266383;28.0;45.0;4;1;0;1;0;7.0;1.0;179.1633;1.061601343578735;0.9624647684395313;1
3147254;5266385;26.0;61.75;8;1;0;1;0;11.0;1.0;245.3619;1.127192119069831;0.7985606491565704;1
3147260;5266392;76.0;45.125;4;6;0;1;0;28.0;1.0;143.1918;1.1218519496228134;0.8462230563163757;1
3147262;5266394;71.0;59.375;2;3;0;2;0;21.0;1.0;248.7127;1.0668132347081591;0.8779627531766891;1
3147264;5266396;83.0;66.5;8;7;1;1;0;29.0;1.0;236.1671;1.0972739217274547;0.7010718584060669;1
3147271;5266405;29.0;61.75;4;6;0;3;0;24.0;1.0;245.4317;1.0427748330798345;0.8452136814594269;1
3147289;5266433;61.0;45.125;7;1;1;2;0;20.0;1.0;189.7941;1.0971363177253666;0.8307052105665207;0
3147297;5266450;73.0;45.125;9;2;0;4;0;11.0;1.0;181.1877;1.0733068525070961;0.9291285872459412;1
3147302;5266458;49.0;45.0;6;1;0;1;0;15.0;1.0;165.0419;1.0970547479155293;0.8951707109808922;1
3147311;5266474;71.0;45.0;6;1;0;1;0;25.0;1.0;143.6705;1.0968152821908466;0.8783858418464661;1
3147314;5266488;48.0;57.0;7;7;0;4;0;18.0;1.0;221.4773;1.0971779049139572;0.8420786410570145;1
3147318;5266494;67.0;45.125;2;1;6;1;0;19.0;1.0;166.498;1.097010174296388;0.789271742105484;0
3147324;5266500;46.0;45.125;2;6;0;2;0;5.0;1.0;150.1228;1.1018313007750986;0.9166428819298744;1
3147329;5266508;47.0;57.0;7;1;0;2;0;14.0;1.0;261.4977;1.1170270331249568;0.8482205271720886;1
3147333;5266512;58.0;57.0;11;1;0;1;3;8.0;1.0;366.7393;1.0381216302697858;0.9229173362255096;1
3147338;5266519;85.0;57.0;6;0;0;2;0;22.0;1.0;146.6723;1.1116618475335833;0.8548145443201065;0
3147342;5266524;42.0;45.0;8;6;0;1;0;4.0;1.0;273.87;1.0683535984226091;0.8790135085582733;1
3147359;5266549;26.0;75.0;4;1;0;1;0;9.0;1.0;253.5096;1.067415198477691;0.8507678508758545;1
3147363;5266553;39.0;45.125;5;1;1;2;0;19.0;1.0;154.6005;1.0969563487828304;0.8840987384319305;1
3147371;5266562;35.0;54.625;7;2;0;2;0;7.0;1.0;157.1037;1.1067848815782186;0.8720226734876633;0
3147382;5266575;50.0;73.625;6;7;0;2;0;17.0;1.0;423.2146;1.067756169092465;0.7874694466590881;1
3147388;5266582;60.0;45.0;7;1;0;1;1;19.0;1.0;201.6816;1.094794963943166;0.8537007719278336;1
3147401;5266607;44.0;45.0;2;7;0;6;0;9.0;1.0;201.8212;1.1021141485631836;0.9240500703454018;1
3147410;5266618;72.0;59.375;8;1;0;1;0;27.0;1.0;205.0423;1.0969931570217462;0.775997057557106;1
3147458;5266700;33.0;52.25;6;1;0;3;0;8.0;1.0;183.1723;1.087009334926733;0.8828061148524284;1
3147460;5266704;53.0;45.125;6;2;1;1;0;10.0;1.0;290.5182;1.0924272558483428;0.8567654341459274;1
3147464;5266708;87.0;68.875;8;0;0;1;0;24.0;1.0;153.7628;1.0970793976176292;0.7380124926567078;0
3147474;5266723;51.0;45.0;8;2;1;2;0;24.0;1.0;182.8133;1.097349044079397;0.8276478946208954;1
3147478;5266729;67.0;45.0;2;1;0;1;0;19.0;1.0;131.5836;1.0423791414735575;0.9740396179258823;1
3147480;5266731;31.0;54.625;2;2;0;4;0;18.0;1.0;273.1956;1.1272875551436408;0.7624323666095734;0
3147482;5266733;69.0;49.875;3;2;0;4;0;7.0;1.0;398.7915;1.112611477426174;0.9091261327266693;1
3147493;5266752;38.0;45.125;4;0;0;1;0;8.0;1.0;145.4855;1.0967415996783185;0.93423181027174;1
3147512;5266790;60.0;54.625;4;1;1;1;0;24.0;1.0;125.4305;1.111691335042115;0.8510119169950485;1
3147516;5266794;33.0;61.75;8;1;0;1;2;22.0;1.0;239.099;1.042622512013852;0.8531261682510376;0
3147518;5266796;39.0;45.0;8;1;0;2;0;23.0;1.0;133.4086;1.1017280745019435;0.8918353542685509;1
3147521;5266805;49.0;45.0;7;2;1;1;1;21.0;1.0;176.7982;1.111549778221724;0.8479477018117905;0
3147523;5266809;48.0;45.0;5;1;0;3;0;18.0;1.0;138.5545;1.047602207073751;0.9655358903110027;1
3147528;5266814;57.0;73.625;7;6;0;2;3;20.0;1.0;359.1701;1.0335214429040724;0.7939895242452621;1
3147539;5266835;53.0;57.0;11;1;0;2;0;20.0;1.0;221.966;1.0428624203706873;0.8694597482681274;1
3147541;5266837;33.0;61.75;3;1;0;2;0;5.0;1.0;249.0817;1.127340948773033;0.8958315178751945;1
3147546;5266842;52.0;47.5;2;1;0;1;0;20.0;1.0;135.2635;1.0949738843072967;0.8877092227339745;1
3147550;5266846;62.0;45.0;3;1;0;1;4;21.0;1.0;165.1816;1.1067818691670257;0.9022324979305267;1
3147555;5266853;52.0;57.0;2;1;0;5;1;14.0;1.0;180.5594;1.09709048656564;0.9158885180950165;1
3147560;5266859;52.0;45.0;8;1;1;3;0;20.0;1.0;166.7872;1.0872536981255156;0.8899794667959213;1
3147583;5266900;60.0;45.0;8;1;0;1;4;15.0;1.0;173.1597;1.1071282752280123;0.9271912649273872;1
3147590;5266912;38.0;66.5;4;1;0;3;0;14.0;1.0;201.2128;1.0971965998186994;0.8888261467218399;1
3147592;5266914;44.0;45.0;7;2;0;1;0;18.0;1.0;180.0608;1.1216766780998417;0.8441432863473892;1
3147598;5266920;39.0;66.5;2;2;0;1;0;18.0;1.0;176.8396;1.0428094159905361;0.9012280479073524;1
3147602;5266926;30.0;75.0;1;1;1;1;4;5.0;1.0;269.0969;1.0874149795110981;0.8138737082481384;1
3147608;5266940;57.0;45.125;4;1;0;4;0;5.0;1.0;310.8325;1.1173542020219893;0.943866416811943;1
3147614;5266948;60.0;45.0;8;7;0;4;0;25.0;1.0;203.4678;1.1121661511059735;0.8642188310623169;1
3147618;5266956;83.0;45.125;7;1;0;1;0;19.0;1.0;177.9665;1.0970042114667649;0.8519571423530579;1
3147625;5266972;74.0;95.0;8;0;0;1;0;16.0;1.0;286.19;1.0674377162025228;0.8204645961523056;0
3147631;5266980;47.0;47.5;8;2;0;2;0;17.0;1.0;150.2624;1.11198809549162;0.8816497623920441;1
3147637;5266993;71.0;45.125;3;1;0;1;1;21.0;1.0;163.2867;1.084962829183271;0.9157388359308243;1
3147646;5267004;53.0;57.0;0;2;0;3;0;9.0;1.0;202.4594;1.0873291138865373;0.8826349228620529;1
3147654;5267012;46.0;45.125;0;2;0;2;0;10.0;1.0;194.1622;1.1120084135841064;0.8940147161483765;1
3147656;5267014;33.0;66.5;11;2;0;1;0;22.0;1.0;181.1551;1.1019838801115729;0.7251660525798798;1
3147669;5267030;43.0;45.0;8;1;0;1;0;27.0;1.0;182.7833;1.0973103122659456;0.7924626916646957;0
3147674;5267043;55.0;57.0;10;0;0;2;2;9.0;1.0;197.9418;1.0871882543252611;0.9103334024548531;1
3147677;5267049;34.0;57.0;7;0;1;1;0;8.0;1.0;209.7893;1.1171685114541114;0.8558548092842102;1
3147679;5267051;44.0;45.0;2;1;0;1;0;30.0;1.0;160.6639;1.0869896722287955;0.8315956294536591;1
3147685;5267057;37.0;45.0;3;0;0;3;0;25.0;1.0;105.5948;1.0961714023796625;0.8993696048855782;1
3147701;5267084;26.0;61.75;5;1;0;3;0;14.0;1.0;220.849;1.042975064410525;0.9214099273085594;1
3147711;5267103;52.0;54.625;8;1;0;5;0;23.0;1.0;162.3792;1.1021731847428735;0.8175144195556641;1
3147727;5267131;65.0;45.125;7;2;0;3;0;20.0;1.0;185.0372;1.0704334047423976;0.88234693557024;1
3147729;5267133;46.0;59.375;7;1;0;1;0;6.0;1.0;231.6495;1.12225582183428;0.8231192231178284;1
3147738;5267146;70.0;45.125;5;2;0;1;0;21.0;1.0;198.3607;1.0872617408589502;0.8793101906776428;1
3147748;5267162;52.0;45.125;4;6;0;4;0;28.0;1.0;172.9902;1.124225534163207;0.8777026683092117;1
3147753;5267172;52.0;52.25;11;0;1;1;2;6.0;1.0;263.2828;1.0617100699324071;0.9098908975720406;1
3147755;5267174;46.0;57.0;6;3;0;2;0;30.0;1.0;185.3064;1.0970479163158962;0.7713037878274918;1
3147759;5267178;57.0;47.5;7;2;0;1;0;5.0;1.0;193.4541;1.0615954895760802;0.9255877211689949;1
3147763;5267186;59.0;45.125;8;2;0;3;0;13.0;1.0;182.903;1.1120101911942395;0.888073094189167;1
3147765;5267188;36.0;47.5;10;2;0;6;0;7.0;1.0;145.3658;1.1066564487658033;0.9375797398388386;1
3147767;5267191;51.0;45.125;3;5;1;4;0;28.0;1.0;127.9336;1.0517174534289664;0.9246163964271545;1
3147778;5267212;69.0;59.375;4;7;0;2;0;29.0;1.0;168.1933;1.1218044951850046;0.8915505558252335;1
3147788;5267226;63.0;45.0;5;2;0;1;0;16.0;1.0;184.2992;1.0429779402189483;0.9577259607613087;1
3147796;5267234;34.0;45.125;0;2;1;1;0;14.0;1.0;172.1923;1.0870404774197222;0.891953356564045;1
3147807;5267247;70.0;45.0;2;1;0;1;0;20.0;1.0;133.2092;1.0179477093173743;0.9716237690299749;1
3147829;5267293;28.0;45.0;5;1;1;1;3;9.0;1.0;156.1862;1.1267960933808492;0.9606326371431351;1
3147839;5267303;53.0;59.375;7;0;0;3;0;23.0;1.0;154.4809;1.087059953690068;0.8178074359893799;0
3147843;5267307;57.0;45.0;5;1;0;2;0;15.0;1.0;199.3081;1.0273541316183337;0.9676665551960468;1
3147845;5267310;86.0;45.125;3;3;1;2;0;26.0;1.0;227.2814;1.1122335571674584;0.813929945230484;0
3147864;5267348;51.0;71.25;4;2;0;3;0;23.0;1.0;174.526;1.0331984919152446;0.93052688986063;1
3147869;5267357;49.0;45.0;6;1;0;1;2;6.0;1.0;170.7463;1.030944740823081;0.9676292054355145;1
