;id;X_age;X_bonus_malus_rating;X_distr_channel;X_vehicle_type;X_ttm_claims;X_policy_count;X_risk_code;X_vehicle_age;X_policy_tenure;Y;U;Y_hat
1714401;2991652;55.0;45.0;7;6;0;3;0;22.0;5.0;237.1245;1.097145170574951;185.15487670898438
1714468;2991785;39.0;45.0;5;5;0;1;4;17.0;5.0;246.8678;1.073165475610833;216.29762268066406
1714506;2991867;58.0;48.3611;5;1;0;1;0;25.0;5.0;157.702;1.0316926862056284;161.1168670654297
1714539;2991926;68.0;45.0;2;0;0;2;1;7.0;5.0;238.6204;1.1173814141624103;189.0811004638672
1714554;2991942;47.0;45.0;4;1;0;2;0;16.0;5.0;173.5586;1.1069460113183673;166.21353149414062
1714565;2991964;63.0;45.0;3;2;0;3;0;27.0;5.0;189.106;1.1296310006028365;174.96311950683594
1714571;2991970;58.0;45.0;5;0;0;1;0;23.0;5.0;133.3288;1.0330851248942465;146.65518188476562
1714620;2992049;69.0;58.6444;5;6;0;5;0;15.0;5.0;238.8796;1.0027645726131489;237.3033447265625
1714653;2992089;36.0;50.2956;5;1;0;2;0;18.0;5.0;216.9298;1.0971291173457958;176.41587829589844
1714698;2992152;45.0;45.0;8;1;0;1;3;17.0;5.0;191.7787;1.0427122511519789;191.71917724609375
1714704;2992159;53.0;58.6444;8;1;0;2;0;19.0;5.0;347.9608;1.0875937749309692;205.3117218017578
1714710;2992171;76.0;45.0;2;5;0;1;0;16.0;5.0;190.8113;1.0835836242402834;179.68975830078125
1714728;2992194;53.0;54.1645;8;1;0;1;0;13.0;5.0;141.0876;1.0966236579259976;193.73533630371094
1714763;2992259;38.0;45.0;7;1;0;1;0;21.0;5.0;163.576;1.1070083630850494;165.60951232910156
1714800;2992328;51.0;46.4267;7;6;0;2;0;24.0;5.0;151.6786;1.0331055270816054;197.62710571289062
1714812;2992340;54.0;45.0;11;3;0;1;0;21.0;5.0;162.7051;1.0972612413501484;199.33042907714844
1714818;2992346;34.0;45.0;2;1;0;1;0;7.0;5.0;146.5027;1.0966350790804538;180.02914428710938
1714923;2992539;59.0;45.0;6;2;0;2;0;28.0;5.0;164.4835;1.0968881377159412;177.9130096435547
1714929;2992545;54.0;45.0;8;4;0;1;4;23.0;5.0;189.7343;1.1121868845011156;233.25787353515625
1714948;2992564;55.0;45.0;8;1;1;1;0;19.0;5.0;187.0915;1.0971102375041089;169.70753479003906
1714954;2992570;51.0;45.0;7;0;0;1;0;8.0;5.0;177.2286;1.0154117337720887;158.1354217529297
1714980;2992649;39.0;45.0;8;5;1;1;0;13.0;5.0;190.0734;1.0971024877757751;187.94822692871094
1714987;2992665;50.0;45.0;8;1;0;4;0;15.0;5.0;357.0958;1.0726253291133638;171.72457885742188
1715004;2992704;79.0;50.2956;7;1;0;1;0;17.0;5.0;175.7227;1.048071763067606;193.24464416503906
1715035;2992778;38.0;45.0;4;1;1;1;0;11.0;5.0;153.4537;1.0518482121969037;174.47621154785156
1715072;2992869;34.0;46.4267;5;1;0;1;0;20.0;5.0;149.7289;1.1022588157663615;173.4882049560547
1715090;2992893;56.0;45.0;7;5;0;3;0;12.0;5.0;232.926;1.1170929823205653;184.2385711669922
1715117;2992939;60.0;45.0;2;6;1;1;0;19.0;5.0;154.2116;1.1018626354956436;188.73504638671875
1715129;2992951;67.0;45.0;6;1;0;2;0;13.0;5.0;214.6959;1.0873053467718758;173.41624450683594
1715152;2992986;60.0;45.0;7;5;0;5;0;12.0;5.0;209.7694;1.117179150057158;181.74203491210938
1715158;2992992;67.0;54.1645;5;2;0;1;0;22.0;5.0;206.5682;1.097216318871927;206.25791931152344
1715174;2993010;37.0;50.2956;2;5;0;1;0;21.0;5.0;215.9126;1.097110590118409;196.74774169921875
1715202;2993039;36.0;45.0;8;1;0;2;0;20.0;5.0;187.8893;1.097188610527582;165.9390411376953
1715209;2993058;52.0;45.0;8;1;0;1;2;5.0;5.0;235.1499;1.0617057459943635;209.28285217285156
1715215;2993064;66.0;45.0;8;2;0;2;0;25.0;5.0;179.4724;1.0375968672620415;182.26898193359375
1715242;2993104;44.0;45.0;11;2;0;2;0;19.0;5.0;204.7531;1.097419282052384;190.58480834960938
1715272;2993145;66.0;45.0;7;3;0;2;0;7.0;5.0;243.0083;1.1072461310992259;214.68406677246094
1715335;2993230;78.0;45.0;8;1;0;1;3;7.0;5.0;162.5488;1.1020075202031636;192.99502563476562
1715376;2993287;61.0;45.0;2;2;0;1;0;7.0;5.0;162.3792;1.0869618768906362;198.06161499023438
1715400;2993319;69.0;45.0;6;1;1;1;0;17.0;5.0;148.5072;1.086815992759947;174.27464294433594
1715522;2993493;60.0;45.0;2;2;1;5;0;17.0;5.0;437.8745;1.085996101622725;189.92514038085938
1715540;2993527;63.0;45.0;7;1;0;1;0;5.0;5.0;180.8985;1.0723693120727922;171.31163024902344
1715563;2993583;65.0;45.0;11;1;0;2;0;25.0;5.0;175.7825;1.1215564689317765;152.21438598632812
1715591;2993624;58.0;45.0;2;1;1;2;0;23.0;5.0;150.0131;1.087171720336424;155.51132202148438
1715614;2993662;52.0;45.0;5;1;0;3;0;6.0;5.0;161.8906;1.022542383560256;172.72149658203125
1715631;2993683;54.0;45.0;7;2;0;3;0;17.0;5.0;184.2792;1.0969767613490833;196.1226806640625
1715637;2993689;58.0;48.3611;7;1;0;1;0;10.0;5.0;200.6245;1.0214604896211579;186.7171173095703
1715736;2993814;61.0;58.0335;5;1;0;4;0;20.0;5.0;179.2231;1.0247004989870168;189.306396484375
1715742;2993820;42.0;45.0;7;2;0;3;0;16.0;5.0;169.4;1.0772136953955136;199.20277404785156
1715762;2993852;69.0;45.0;8;1;2;2;0;23.0;5.0;139.2327;1.0667034396373842;160.51675415039062
1715790;2993900;36.0;58.0335;8;1;0;1;4;20.0;5.0;261.9564;1.0672768445435958;231.2923583984375
1715838;2993966;54.0;45.0;8;1;0;2;0;5.0;5.0;165.3081;1.0421146937143433;174.6087188720703
1715862;2994012;65.0;50.2956;2;2;0;3;0;25.0;5.0;193.2048;1.0426759583612828;198.7770233154297
1715889;2994047;48.0;45.0;8;2;0;1;0;31.0;5.0;168.4327;1.0153016605445377;174.6597137451172
1715904;2994072;55.0;45.0;1;7;0;4;0;19.0;5.0;277.6908;1.064673370525779;194.6653594970703
1715976;2994211;47.0;45.0;5;2;0;4;0;11.0;5.0;184.8776;1.1121953119252954;194.2006072998047
1715990;2994225;80.0;45.0;7;2;0;1;0;31.0;5.0;177.3981;1.0872157029866725;177.58798217773438
1716015;2994275;65.0;45.0;8;2;1;2;0;16.0;5.0;309.8053;1.0339397034201803;200.94850158691406
1716032;2994294;35.0;45.0;2;6;0;3;0;24.0;5.0;193.0851;1.0429080234570145;179.87368774414062
1716049;2994322;49.0;45.0;8;0;0;1;4;22.0;5.0;175.1343;1.0971009105583542;180.82244873046875
1716059;2994344;60.0;45.0;2;1;1;1;0;14.0;5.0;178.176;1.097173581178161;168.8050079345703
1716065;2994353;53.0;45.0;8;2;1;2;0;21.0;5.0;209.2807;1.1070299363486458;191.92401123046875
1716111;2994445;67.0;45.0;2;7;0;4;0;31.0;5.0;152.7755;1.0870852983626302;176.29408264160156
1716117;2994451;56.0;48.735;7;2;0;4;0;14.0;5.0;205.6507;1.0701154919482403;227.36598205566406
1716129;2994468;41.0;45.0;7;0;0;1;0;22.0;5.0;192.4269;1.025688196400815;152.21217346191406
1716137;2994482;49.0;45.0;8;3;0;5;0;15.0;5.0;253.709;1.097320158133925;209.06976318359375
1716156;2994525;65.0;45.0;5;2;0;1;4;10.0;5.0;230.6123;1.0971661095266818;232.4800262451172
1716215;2994623;63.0;45.0;5;3;0;1;3;19.0;5.0;193.5139;1.0720160153870082;224.33139038085938
1716267;2994715;49.0;45.0;11;2;0;1;0;17.0;5.0;164.6231;1.1116301418209231;196.8148193359375
1716336;2994836;82.0;46.4267;5;1;0;3;0;15.0;5.0;167.6847;1.1167983721830317;176.44952392578125
1716348;2994850;54.0;45.0;8;1;0;1;0;14.0;5.0;171.943;1.0649459413875528;172.0922088623047
1716369;2994877;48.0;45.0;11;0;0;1;0;5.0;5.0;144.9669;1.0966641350542778;160.31362915039062
1716427;2995013;44.0;45.0;8;2;0;3;5;22.0;5.0;208.7622;1.046358009256465;214.92922973632812
1716434;2995023;59.0;45.0;4;3;0;4;0;24.0;5.0;200.6245;1.0062579595213943;184.15579223632812
1716473;2995084;55.0;45.0;11;2;0;3;0;15.0;5.0;204.454;1.1172684320189383;196.26800537109375
1716501;2995127;42.0;45.0;3;2;0;3;0;9.0;5.0;150.422;1.0993072821794685;199.78277587890625
1716523;2995175;42.0;45.0;3;5;0;1;0;20.0;5.0;197.1739;1.1069923554790975;178.037109375
1716553;2995229;59.0;45.0;5;1;0;1;0;22.0;5.0;175.7127;1.0479037656356085;152.97552490234375
1716570;2995247;55.0;45.0;7;6;0;3;0;23.0;5.0;168.0238;1.087107897809715;184.28964233398438
1716582;2995270;37.0;67.6875;4;1;0;1;0;9.0;5.0;255.0952;1.0873587586124709;218.8453369140625
1716600;2995307;51.0;45.0;5;6;0;2;0;19.0;5.0;180.6193;1.0822210029603703;181.72598266601562
1716638;2995382;58.0;45.0;11;6;0;4;0;24.0;5.0;189.7044;1.0304979747438647;177.22171020507812
1716681;2995433;58.0;45.0;2;6;1;1;2;10.0;5.0;291.0467;1.0874199913622111;244.43917846679688
1716698;2995477;46.0;45.0;2;6;0;2;0;27.0;5.0;158.9686;1.131795838926681;177.39418029785156
1716715;2995497;47.0;45.0;5;0;0;5;0;23.0;5.0;155.1191;1.084457039784269;141.43008422851562
1716765;2995594;30.0;50.2956;5;1;0;2;0;20.0;5.0;166.468;1.0821899704447702;184.33245849609375
1716777;2995606;53.0;45.0;8;1;0;2;0;19.0;5.0;212.3124;1.1071892173985127;167.2788848876953
1716793;2995632;63.0;45.0;2;6;0;4;0;25.0;5.0;212.0731;1.0971688535698303;174.8074493408203
1716888;2995800;50.0;45.0;8;2;0;2;0;21.0;5.0;180.0309;1.1019774938635534;190.37205505371094
1716947;2995897;49.0;45.0;2;3;1;1;1;22.0;5.0;221.2978;1.0270775398580556;238.13734436035156
1717012;2995989;58.0;48.3611;5;1;0;1;0;13.0;5.0;171.7336;1.1121294842709872;174.63304138183594
1717022;2996006;59.0;45.0;6;6;0;2;0;24.0;5.0;150.3721;1.0969455105036108;183.8533172607422
1717112;2996169;72.0;45.0;8;1;0;1;0;21.0;5.0;179.0236;1.097117921882925;163.43019104003906
1717134;2996195;75.0;54.1645;2;1;0;1;0;10.0;5.0;211.375;1.0872619751626256;194.74801635742188
1717140;2996201;51.0;45.0;5;5;0;3;0;19.0;5.0;175.962;1.042895625191803;170.18885803222656
1717146;2996207;57.0;45.0;5;0;0;5;0;20.0;5.0;129.0705;1.0156464877721865;140.72650146484375
1717169;2996261;34.0;64.3031;1;1;0;1;0;8.0;5.0;227.0122;1.1169003251807612;219.66485595703125
1717175;2996267;57.0;54.1645;8;1;0;1;0;23.0;5.0;175.7725;1.1069991039553968;181.38658142089844
1717214;2996345;76.0;45.0;3;2;0;3;0;6.0;5.0;227.3512;1.0873925451020272;200.0311737060547
1717277;2996452;66.0;45.0;4;0;0;2;0;12.0;5.0;146.762;1.0867254466415013;150.56719970703125
1717297;2996485;45.0;45.0;7;0;0;1;0;4.0;5.0;113.553;1.0963162576065801;162.99107360839844
1717320;2996522;79.0;45.0;8;6;0;1;0;26.0;5.0;157.8417;1.0567549639924052;182.6822052001953
1717340;2996544;76.0;45.0;8;3;0;1;0;13.0;5.0;208.1439;1.097221681730764;215.67208862304688
1717365;2996573;48.0;45.0;5;1;0;1;0;12.0;5.0;163.556;1.1118515982293524;168.4111328125
1717393;2996646;61.0;45.0;5;1;0;2;0;6.0;5.0;145.7747;1.0923020249741553;168.7751007080078
1717399;2996652;67.0;45.0;2;1;0;1;0;17.0;5.0;181.1279;1.096794033387457;164.3597412109375
1717419;2996677;59.0;48.3611;8;2;1;4;0;14.0;5.0;203.4367;1.0873652590707577;213.59744262695312
1717469;2996757;56.0;46.4267;2;7;0;6;0;28.0;5.0;155.3984;1.085146307812693;187.31300354003906
1717475;2996763;45.0;45.0;5;2;0;6;0;7.0;5.0;148.9859;1.0970165633123672;197.81016540527344
1717504;2996812;39.0;45.0;8;5;0;1;0;17.0;5.0;222.3051;1.0971858045541913;182.47950744628906
1717516;2996830;42.0;50.2956;10;0;0;1;0;22.0;5.0;156.4455;1.0970593593296067;169.10964965820312
1717522;2996836;57.0;45.0;8;1;1;1;0;14.0;5.0;167.8143;1.042580995779263;173.09173583984375
1717528;2996842;69.0;64.3031;4;6;0;2;0;24.0;5.0;252.2929;1.0972564031726615;235.1566619873047
1717646;2997032;76.0;45.0;10;1;0;3;0;20.0;5.0;167.2359;1.0872067540522101;158.14271545410156
1717652;2997038;58.0;45.0;9;1;0;1;1;15.0;5.0;162.7482;1.0968477685160265;192.33810424804688
1717719;2997146;51.0;45.0;4;1;0;6;0;14.0;5.0;159.3376;1.111853071716908;163.87844848632812
1717725;2997165;71.0;45.0;2;0;0;10;5;6.0;5.0;218.4456;1.0724409189290147;182.36328125
1717733;2997173;58.0;45.0;3;2;0;3;3;8.0;5.0;322.5404;1.128292765805462;222.05807495117188
1717739;2997183;62.0;45.0;2;1;0;2;0;22.0;5.0;180.5395;1.0971006344871896;154.7526092529297
1717745;2997189;53.0;54.1645;8;2;0;4;0;28.0;5.0;178.166;1.0771976695890348;195.42886352539062
1717772;2997239;67.0;45.0;7;1;1;1;0;17.0;5.0;110.5213;1.0963497533959519;172.69493103027344
1717812;2997302;44.0;45.0;2;2;0;1;0;7.0;5.0;181.8858;1.0871107035293575;198.46905517578125
1717881;2997456;42.0;45.0;8;1;0;2;0;18.0;5.0;141.4665;1.136664864119774;167.1213836669922
1717908;2997490;88.0;45.0;5;1;0;2;0;28.0;5.0;151.1201;1.0967435834147807;146.60641479492188
1717915;2997504;78.0;45.0;8;0;0;1;2;18.0;5.0;181.1977;1.0425077139500116;182.22686767578125
1717947;2997553;37.0;45.0;2;6;0;1;0;20.0;5.0;231.5597;1.0973412040177977;185.8337860107422
1717975;2997603;41.0;52.23;4;1;2;3;1;25.0;5.0;227.7501;1.0874199396619364;204.8486328125
1718022;2997684;41.0;45.0;5;2;0;4;0;10.0;5.0;177.8269;1.0969656446803042;195.21066284179688
1718052;2997735;77.0;45.0;8;3;0;3;0;25.0;5.0;210.7367;1.0971036369080467;196.58624267578125
1718059;2997745;47.0;45.0;4;1;0;1;1;29.0;5.0;181.826;1.0331305753852584;168.58457946777344
1718073;2997767;49.0;45.0;5;1;0;1;3;11.0;5.0;186.9719;1.1266933694314494;194.4759063720703
1718112;2997850;63.0;45.0;2;7;0;3;0;31.0;5.0;203.9154;1.0873627004139952;177.33468627929688
1718133;2997880;53.0;45.0;5;1;0;5;0;26.0;5.0;194.6608;1.087224546493182;147.6122589111328
1718154;2997904;31.0;45.0;8;1;0;1;0;18.0;5.0;189.5249;1.0971645414402011;184.55067443847656
1718160;2997910;54.0;45.0;7;6;0;5;0;22.0;5.0;174.6157;1.0969803975243921;184.51324462890625
1718171;2997953;56.0;50.2956;8;5;0;2;0;18.0;5.0;228.1291;1.1169991027010584;205.8500213623047
1718210;2998027;52.0;54.1645;11;1;0;5;0;25.0;5.0;196.3262;1.0873739725008684;178.48414611816406
1718216;2998048;35.0;63.5313;5;1;0;1;3;11.0;5.0;314.3728;1.0876259014774816;250.23350524902344
1718222;2998054;72.0;45.0;4;3;0;3;0;24.0;5.0;183.4216;1.129637948856623;187.17044067382812
1718289;2998161;62.0;45.0;5;1;0;4;0;26.0;5.0;165.1417;1.0969973059499811;146.5961151123047
1718295;2998167;53.0;45.0;5;1;0;1;0;21.0;5.0;190.5022;1.097152683801027;153.32273864746094
1718402;2998333;85.0;45.0;8;1;0;3;4;10.0;5.0;203.8656;1.0724712751930683;200.31069946289062
1718415;2998346;74.0;45.0;7;6;0;1;0;22.0;5.0;213.928;1.087141468157511;187.27542114257812
1718458;2998400;58.0;45.0;5;2;0;4;0;26.0;5.0;143.7902;1.0423519822630471;170.98110961914062
1718512;2998494;41.0;54.1645;11;5;0;2;0;24.0;5.0;199.8865;1.0972226738674196;200.09938049316406
1718520;2998521;80.0;45.0;7;1;1;1;3;19.0;5.0;223.0829;1.0155417560019169;189.48558044433594
1718542;2998554;46.0;45.0;7;3;0;16;0;30.0;5.0;163.4463;1.087146053474444;165.6128387451172
1718601;2998639;51.0;45.0;7;1;1;2;2;7.0;5.0;202.5691;1.0771139329739827;208.55990600585938
1718619;2998659;71.0;64.3031;11;1;0;1;0;19.0;5.0;161.1825;1.0967691902036512;212.71400451660156
1718649;2998702;59.0;45.0;3;6;0;3;0;13.0;5.0;203.9653;1.0521887791697901;189.49346923828125
1718706;2998799;68.0;45.0;5;3;0;4;0;25.0;5.0;199.5275;1.0872185538334316;183.01353454589844
1718732;2998832;62.0;45.0;4;6;0;3;0;18.0;5.0;258.0072;1.067567106654388;182.56300354003906
1718767;2998884;45.0;45.0;8;0;0;3;0;6.0;5.0;184.9574;1.1168517723540663;163.87460327148438
1718773;2998890;46.0;45.0;8;6;0;1;0;25.0;5.0;176.5005;1.1120081812799398;184.5548858642578
1718779;2998896;56.0;54.1645;5;0;0;4;0;13.0;5.0;395.8097;1.0725861443011628;167.26416015625
1718785;2998903;43.0;56.099;2;1;0;1;0;9.0;5.0;191.5493;1.0243838009327104;184.329345703125
1718849;2999007;30.0;64.3031;8;1;0;1;2;8.0;5.0;276.0279;1.0724640516411565;293.0358581542969
1718861;2999027;48.0;45.0;3;1;0;2;0;24.0;5.0;162.09;1.121969276327966;156.73643493652344
1718875;2999059;68.0;45.0;5;4;0;4;0;22.0;5.0;276.7658;1.077481394016168;196.48109436035156
1718925;2999127;61.0;45.0;3;6;0;6;0;5.0;5.0;201.7214;1.0427252636557154;194.1376190185547
1718958;2999175;48.0;58.0335;2;0;0;1;0;23.0;5.0;157.4328;1.1067579310029423;172.08584594726562
1718964;2999181;72.0;45.0;5;1;0;2;0;20.0;5.0;179.1034;1.0969082663980696;156.2385711669922
1718983;2999212;52.0;45.0;2;2;0;3;0;25.0;5.0;193.2846;1.0871016107853393;179.63494873046875
1719026;2999262;46.0;45.0;5;1;2;2;0;18.0;5.0;155.3186;1.096649081307712;162.66624450683594
1719060;2999316;44.0;45.0;8;2;0;2;0;26.0;5.0;165.1915;1.0232972035486088;183.31590270996094
1719071;2999330;56.0;45.0;2;1;3;1;0;20.0;5.0;166.0691;1.0971938789335285;165.5299530029297
1719082;2999348;49.0;45.0;7;7;0;1;0;26.0;5.0;161.4219;1.101833146555703;195.30198669433594
1719110;2999402;37.0;50.2956;7;1;0;1;5;19.0;5.0;218.7448;1.0872944179701642;222.77926635742188
1719117;2999409;76.0;46.4267;8;1;1;2;0;27.0;5.0;166.4281;1.0062002750737407;172.29173278808594
1719138;2999447;78.0;45.0;2;2;0;5;0;29.0;5.0;150.1029;1.1118372796261764;172.7703094482422
1719155;2999469;55.0;45.0;9;1;0;1;0;29.0;5.0;120.1749;1.096818054352448;144.9491424560547
1719180;2999506;48.0;45.0;5;1;0;1;3;11.0;5.0;159.6966;1.097017719851268;194.8357391357422
1719198;2999549;91.0;45.0;5;1;0;3;0;27.0;5.0;217.3287;1.0873391319232113;149.2345428466797
1719228;2999635;55.0;46.4267;10;1;0;1;5;25.0;5.0;221.3477;1.097142640289463;192.57774353027344
1719367;2999899;85.0;45.0;8;2;1;3;0;22.0;5.0;164.6031;1.1118259619654793;192.74746704101562
1719409;2999942;27.0;64.3031;8;1;0;1;0;14.0;5.0;261.0689;1.0675342792649756;249.90870666503906
1719430;2999978;57.0;45.0;5;0;0;2;3;5.0;5.0;385.4281;1.0627663110188386;196.06158447265625
1719450;3000006;63.0;45.0;7;1;0;1;0;15.0;5.0;227.1917;1.1171622906998804;169.52719116210938
1719475;3000051;84.0;45.0;2;1;1;2;0;13.0;5.0;175.6728;1.0922009554125625;171.29443359375
1719490;3000086;60.0;45.0;8;1;0;1;5;14.0;5.0;224.0204;1.0972215030416874;195.532470703125
1719504;3000107;51.0;45.0;3;2;0;3;0;16.0;5.0;254.9855;1.0675116820368216;195.5668487548828
1719524;3000129;43.0;45.0;7;1;0;3;0;18.0;5.0;126.0986;1.0331597654533833;166.45068359375
1719542;3000152;84.0;46.4267;4;0;0;4;0;7.0;5.0;156.6848;1.086895474225962;162.0609893798828
1719576;3000207;48.0;45.0;7;7;0;3;0;23.0;5.0;183.252;1.0426625630279613;196.98370361328125
1719595;3000233;43.0;45.0;2;1;0;1;0;23.0;5.0;232.7764;1.1072857901402375;157.17787170410156
1719609;3000249;39.0;45.0;5;2;0;2;0;13.0;5.0;242.4698;1.0974562605322395;196.79832458496094
1719627;3000278;62.0;45.0;8;2;0;5;0;22.0;5.0;196.785;1.0872271768681556;183.56338500976562
1719661;3000326;74.0;45.0;10;2;0;1;2;24.0;5.0;263.5022;1.067467368393888;214.2143096923828
1719673;3000338;67.0;45.0;7;1;0;1;0;16.0;5.0;144.1845;1.1028924745725095;169.4860382080078
1719703;3000382;45.0;45.0;8;1;0;1;0;9.0;5.0;163.3566;1.101883854095886;177.69825744628906
1719715;3000403;31.0;45.0;5;2;0;2;0;7.0;5.0;167.6448;1.08711991066827;208.86053466796875
1719747;3000440;60.0;45.0;5;1;0;1;0;28.0;5.0;150.5417;1.0771766228227793;144.46495056152344
1719762;3000456;48.0;45.0;4;1;0;1;3;14.0;5.0;157.9414;1.086922111618613;190.33963012695312
1719799;3000513;38.0;45.0;5;2;0;2;0;22.0;5.0;164.3638;1.0567412045718096;181.6368865966797
1719808;3000523;59.0;45.0;2;1;0;2;0;18.0;5.0;160.0755;1.0571261685891968;162.04910278320312
1719818;3000533;48.0;56.2008;8;6;1;1;0;7.0;5.0;291.3559;1.0762095430365404;223.2512664794922
1719839;3000560;42.0;45.0;8;1;0;2;5;22.0;5.0;201.5519;1.0872137647920959;181.313720703125
1719910;3000670;78.0;45.0;2;1;0;3;0;21.0;5.0;189.8739;1.0872479050569879;156.6083984375
1719926;3000699;75.0;45.0;5;1;1;2;0;23.0;5.0;142.4937;1.0969607779150938;155.51971435546875
1719964;3000780;50.0;45.0;2;0;0;1;0;8.0;5.0;166.8071;1.0969557051228636;151.5043182373047
1719970;3000786;72.0;45.0;8;2;0;1;0;29.0;5.0;180.9883;1.0970322391005385;177.14315795898438
1719983;3000805;70.0;45.0;5;3;0;9;0;22.0;5.0;226.7329;1.0570587682687427;179.88226318359375
1720035;3000882;46.0;45.0;3;6;0;1;0;30.0;5.0;144.5281;1.0968109315766277;171.39695739746094
1720044;3000900;69.0;45.0;2;0;0;1;5;6.0;5.0;155.548;1.0311929436572633;178.3820037841797
1720078;3000942;53.0;46.4267;8;1;0;2;0;18.0;5.0;205.0324;1.106995772375488;178.4751739501953
1720149;3001033;66.0;45.0;4;2;0;2;0;22.0;5.0;196.3561;1.0970884021428415;181.521484375
1720158;3001058;59.0;45.0;7;2;1;1;1;27.0;5.0;253.0408;1.077257106363875;212.8826904296875
1720169;3001085;52.0;45.0;5;3;1;3;0;30.0;5.0;162.459;1.107110101625641;177.60671997070312
1720222;3001160;81.0;50.2956;2;1;0;2;0;8.0;5.0;403.8178;1.062607938530694;185.38009643554688
1720294;3001278;50.0;45.0;3;1;0;6;0;25.0;5.0;174.8451;1.042808749001259;151.84884643554688
1720312;3001306;53.0;45.0;8;1;0;1;0;10.0;5.0;207.2663;1.0972840254300869;178.1504364013672
1720347;3001389;64.0;45.0;7;0;0;2;5;10.0;5.0;165.401;1.0869946372754697;180.4745330810547
1720400;3001482;59.0;45.0;3;2;0;2;0;23.0;5.0;192.6164;1.0870829275181138;185.94149780273438
1720433;3001554;46.0;46.4267;8;2;0;1;0;24.0;5.0;272.8665;1.067555013165779;199.29913330078125
1720449;3001611;74.0;45.0;7;6;1;4;0;21.0;5.0;226.2044;1.0874235868090982;189.6937255859375
1720466;3001634;50.0;45.0;4;2;0;6;0;24.0;5.0;201.173;1.0426846545013495;172.72100830078125
1720474;3001642;35.0;45.0;8;1;0;2;0;13.0;5.0;158.071;1.0872329522809372;177.5761260986328
1720490;3001670;60.0;45.0;2;1;0;1;0;16.0;5.0;196.5157;1.0234296801731362;164.37335205078125
1720560;3001789;64.0;45.0;11;5;0;1;0;25.0;5.0;203.8855;1.1123400143708109;170.9154815673828
1720566;3001795;56.0;45.0;4;5;0;6;1;19.0;5.0;181.5866;1.1123067451012354;210.7820587158203
1720691;3002013;41.0;45.0;8;1;0;4;0;6.0;5.0;146.2036;1.096895014897034;181.54212951660156
1720751;3002139;64.0;45.0;7;2;0;1;0;23.0;5.0;204.4769;1.072052637730717;188.29429626464844
1720780;3002169;74.0;45.0;7;2;0;2;0;9.0;5.0;355.929;1.0380721997926554;205.83941650390625
1720791;3002182;79.0;45.0;8;6;0;1;0;23.0;5.0;173.6583;1.029780897313863;186.82293701171875
1720807;3002199;42.0;45.0;2;2;0;2;3;22.0;5.0;232.7265;1.0970817676543068;212.0821533203125
1720821;3002225;69.0;46.4267;11;1;0;1;0;12.0;5.0;179.9611;1.086957125734395;183.2092742919922
1720855;3002263;68.0;53.7573;7;1;0;1;0;14.0;5.0;174.4462;1.0971864104807099;193.47412109375
1720894;3002321;66.0;50.2956;4;7;0;2;0;24.0;5.0;162.1;1.096730413325108;205.19927978515625
1720911;3002349;58.0;58.0335;7;1;0;1;4;13.0;5.0;246.1796;1.0246584201127957;243.06289672851562
1721027;3002527;53.0;45.0;2;1;0;4;0;23.0;5.0;127.1956;1.0244851236992474;153.2764892578125
1721034;3002534;50.0;45.0;3;0;0;2;0;9.0;5.0;325.6519;1.1175429960642023;161.5907440185547
1721079;3002597;45.0;46.4267;8;6;1;1;0;7.0;5.0;262.0462;1.0574852831294634;209.75881958007812
1721097;3002625;61.0;45.0;2;7;1;3;0;29.0;5.0;221.946;1.0156073999981978;183.20831298828125
1721116;3002668;38.0;50.2956;4;1;2;1;3;18.0;5.0;233.7936;1.1170964474647724;213.8714141845703
1721143;3002701;61.0;45.0;2;2;0;10;0;19.0;5.0;203.4068;1.0524721887370532;180.2034454345703
1721157;3002725;50.0;45.0;6;7;0;1;3;28.0;5.0;271.6299;1.0774218891219265;237.39785766601562
1721172;3002759;36.0;45.0;7;1;0;1;0;22.0;5.0;168.7418;1.106838969360289;163.32504272460938
1721178;3002765;58.0;45.0;5;2;0;5;0;22.0;5.0;160.1354;1.056543400147625;174.9009246826172
1721194;3002798;63.0;45.0;5;0;1;2;0;23.0;5.0;139.5119;1.0426350727070595;143.66775512695312
1721218;3002832;43.0;45.0;8;2;0;2;0;10.0;5.0;187.7098;1.0972256110229728;206.09530639648438
1721232;3002860;71.0;59.9678;5;1;0;1;0;16.0;5.0;223.3223;1.0774562146279167;193.12179565429688
1721252;3002898;32.0;45.0;3;2;0;1;0;20.0;5.0;179.5422;1.10726057717907;199.2416534423828
1721258;3002904;73.0;45.0;11;4;0;5;0;18.0;5.0;262.854;1.0874097407686396;212.60939025878906
1721280;3002926;48.0;45.0;3;1;0;1;0;13.0;5.0;202.2101;1.0972745673930233;171.46487426757812
1721294;3002966;45.0;45.0;5;1;0;4;0;20.0;5.0;173.8279;1.0969470378460535;154.8224639892578
1721312;3002990;60.0;45.0;7;1;0;1;0;6.0;5.0;98.6239;1.0417353197348715;173.04124450683594
1721318;3002997;64.0;59.9678;5;1;0;2;0;9.0;5.0;171.3945;1.1069783452794577;195.86126708984375
1721348;3003034;66.0;46.4267;2;1;0;3;0;30.0;5.0;136.1611;1.011669265304114;154.1982879638672
1721371;3003078;54.0;45.0;7;2;0;1;1;21.0;5.0;253.0708;1.0674088041765388;226.1605224609375
